,uniqueID,appTitle,userName,date,date_extracted,rating,text,category,contentRating,comment,sentiScore_pos,sentiScore_neg,label_Bug,label_Feature,label_UserExperience,label_Rating,lemmatized_comment,stopwords_removal,stopwords_removal_lemmatization,stemmed,stopwords_removal_nltk,sentiScore,length_words,Predicted_labels
585213,894339,"Calm - Meditate, Sleep, Relax",Troy Anderson,2019-03-21,2019-04-01,2,Love the app and use it often but after the last update the annoying pop up after completing a sleep story is back. I get it might help you transition into another story but they blind you with a white background. If this feature isnt removed or made optional I won't be renewing. It feels like and add for calm within the app even after paying.,HEALTH AND FITNESS,Everyone,Love the and use it often but after the last update the annoying pop up after a sleep story is back  I get it might help you transition into another story but they blind you with a white background  If this feature removed or made optional I won  t be  It like and add for calm within the even after paying,3,-3,Not_Bug,Not_Feature,UserExperience,Not_Rating,  Love the and use it often but after the last update the annoying pop up after a sleep story is back I get it might help you transition into another story but they blind you with a white background If this feature removed or made optional I won t be It like and add for calm within the even after paying,  love use often but after last update annoying pop after sleep story back get might help transition into another story but blind with white background if this feature removed or made optional won be like add for calm within even after paying,  love use often but after last update annoying pop after sleep story back get might help transition into another story but blind with white background if this feature removed or made optional won be like add for calm within even after paying,  love the and use it often but after the last updat the annoy pop up after a sleep stori is back i get it might help you transit into anoth stori but they blind you with a white background if this featur remov or made option i won t be it like and add for calm within the even after pay,  love use often last update annoying pop sleep story back get might help transition another story blind white background feature removed made optional like add calm within even paying,3,61,Not_Rating
808203,1242819,Fantastic Face â€“ Daily face & Beauty Competition,A Google User,2019-03-26,2019-04-07,1,"What a useless app. I see no point in paying for it if it doesn't even work! Even if I try to use it, it says that the process filed, which is just a keyword for saying ""pay if you want to use it."" Don't waste your time and storage space downloading such a boring, useless app.",LIFESTYLE,Everyone,What a useless  I see no point in paying for it if it  t even work  Even if I try to use it  it that the process  which is just a for saying  pay if you want to use it  Don  t waste your time and storage space such a boring  useless,1,-3,Not_Bug,Not_Feature,UserExperience,Not_Rating,  What a useless I see no point in paying for it if it t even work Even if I try to use it it that the process which is just a for saying pay if you want to use it Don t waste your time and storage space such a boring useless,  what useless see no point paying for if even work even if try to use that process which just for saying pay if want to use don waste time storage space such boring useless,  what useless see no point paying for if even work even if try to use that process which just for saying pay if want to use don waste time storage space such boring useless,  what a useless i see no point in pay for it if it t even work even if i tri to use it it that the process which is just a for say pay if you want to use it don t wast your time and storag space such a bore useless,  useless see point paying even work even try use process saying pay want use waste time storage space boring useless,-3,52,Not_Rating
948087,1459859,Cash App,William Tackett,2019-04-03,2019-04-14,5,i love it. personally have nevet had any problem with using it for over a year now,FINANCE,Everyone,i love it  personally have had any problem with it for over a year now,3,-2,Not_Bug,Not_Feature,UserExperience,Not_Rating,  i love it personally have had any problem with it for over a year now,  love personally have had any problem with for over year now,  love personally have had any problem with for over year now,  i love it person have had ani problem with it for over a year now,  love personally problem year,3,15,Rating
969361,1491666,Kick the Buddy,Souda Mini,2019-04-12,2019-04-14,5,this game awesome but that idiot down there doesn't like it,GAME ACTION,Teen,this game awesome but that idiot down there  t like it,3,-3,Not_Bug,Not_Feature,Not_UserExperience,Ratings,  this game awesome but that idiot down there t like it,  this game awesome but that idiot there like,  this game awesome but that idiot there like,  this game awesom but that idiot down there t like it,  game awesome idiot like,3,11,Rating
22121,32009,PBS KIDS Video,Lisa Whiting,2017-08-10,2019-03-08,1,It flashes non-stop for me.  Not sure what happened recently,EDUCATION,Everyone,It non  stop for me  Not sure what recently,1,-1,Bug,Not_Feature,Not_UserExperience,Not_Rating,  It non stop for me Not sure what recently,  non stop for not sure what recently,  non stop for not sure what recently,  it non stop for me not sure what recent,  non stop sure recently,1,9,Rating
971700,1496063,Sniper 3D Gun Shooter: Free Elite Shooting Games,Reinhold Anton Frederiks,2019-04-12,2019-04-14,5,good good game for play.,GAME ACTION,Mature 17+,good good game for play,2,-1,Not_Bug,Not_Feature,Not_UserExperience,Ratings,  good good game for play,  good good game for play,  good good game for play,  good good game for play,  good good game play,2,5,Rating
701152,1076670,WildCraft: Animal Sim Online 3D,bpa bla,2019-02-25,2019-04-07,5,"This game is soo awsome but just one little thing,i find it super SUPER hard to get a mystical skin or legendary anything,I know thats the point to earn or work for the skins but it kinda makes me rage everyday I come on and work hard but I just can't get anything good can you just make a cheat,so that I can actually get something I know its weird but thats all haha",FAMILY,Everyone 10+,This game is but just one little thing  i find it super SUPER hard to get a mystical skin or legendary anything  I know thats the point to earn or work for the but it me rage everyday I come on and work hard but I just can  t get anything good can you just make a cheat  so that I can actually get something I know its weird but thats all,4,-4,Not_Bug,Not_Feature,UserExperience,Not_Rating,  This game is but just one little thing i find it super SUPER hard to get a mystical skin or legendary anything I know thats the point to earn or work for the but it me rage everyday I come on and work hard but I just can t get anything good can you just make a cheat so that I can actually get something I know it weird but thats all,  this game but just one little thing find super super hard to get mystical skin or legendary anything know thats point to earn or work for but rage everyday come work hard but just can get anything good can just make cheat so that can actually get something know weird but thats all,  this game but just one little thing find super super hard to get mystical skin or legendary anything know thats point to earn or work for but rage everyday come work hard but just can get anything good can just make cheat so that can actually get something know weird but thats all,  this game is but just one littl thing i find it super super hard to get a mystic skin or legendari anyth i know that the point to earn or work for the but it me rage everyday i come on and work hard but i just can t get anyth good can you just make a cheat so that i can actual get someth i know it weird but that all,  game one little thing find super super hard get mystical skin legendary anything know thats point earn work rage everyday come work hard get anything good make cheat actually get something know weird thats,4,72,Rating
724590,1112250,Bank of America Mobile Banking,Arkie Christy,2019-04-04,2019-04-07,5,easy to use,FINANCE,Everyone,easy to use,1,-1,Not_Bug,Not_Feature,Not_UserExperience,Ratings,  easy to use,  easy to use,  easy to use,  easi to use,  easy use,1,3,Rating
710950,1091834,Minion Rush: Despicable Me Official Game,A Google User,2019-02-21,2019-04-07,5,i love it,FAMILY,Everyone 10+,i love it,3,-1,Not_Bug,Not_Feature,Not_UserExperience,Ratings,  i love it,  love,  love,  i love it,  love,3,3,Rating
706976,1085827,Super Bino Go - New Games 2019,A Google User,2019-02-22,2019-04-07,1,LET NINTENDO DEAL WITH THIS. first of all TERRIBLE off brand. same levels as mario same LEVEL amount and just just get rid of the game at least this is better than I've seen elsewhere.,FAMILY,Everyone,LET DEAL WITH THIS  first of all TERRIBLE off brand  same as same LEVEL amount and just just get rid of the game at least this is better than I  seen elsewhere,1,-4,Not_Bug,Not_Feature,UserExperience,Not_Rating,  LET DEAL WITH THIS first of all TERRIBLE off brand same a same LEVEL amount and just just get rid of the game at least this is better than I seen elsewhere,  let deal with this first of all terrible off brand same as same level amount just just get rid of game at least this better than seen elsewhere,  let deal with this first of all terrible off brand same a same level amount just just get rid of game at least this better than seen elsewhere,  let deal with this first of all terribl off brand same as same level amount and just just get rid of the game at least this is better than i seen elsewher,  let deal first terrible brand level amount get rid game least better seen elsewhere,-4,32,Not_Rating
57045,82679,IRS2Go,A Google User,2016-02-05,2019-03-08,1,Don't update Seems glitches it doesn't update ever as it should,FINANCE,Everyone,Don  t update it  t update ever as it should,1,-1,Not_Bug,Not_Feature,UserExperience,Not_Rating,  Don t update it t update ever a it should,  don update update ever as should,  don update update ever a should,  don t updat it t updat ever as it should,  update update ever,1,10,Rating
981863,1514611,Kick the Buddy,Vandana Patadia,2019-04-14,2019-04-14,4,not good so many adds,GAME ACTION,Teen,not good so many,1,-2,Not_Bug,Not_Feature,Not_UserExperience,Ratings,  not good so many,  not good so many,  not good so many,  not good so mani,  good many,-2,4,Rating
179255,276115,"Notepad - Notes with Reminder, ToDo, Sticky notes",,2019-01-07,2019-03-13,5,really easy to use,LIFESTYLE,Everyone,really easy to use,1,-1,Not_Bug,Not_Feature,UserExperience,Not_Rating,  really easy to use,  really easy to use,  really easy to use,  realli easi to use,  really easy use,1,4,Rating
345113,528787,Samsung Health,,2019-02-21,2019-03-24,4,I underappreciated the app for too long.,HEALTH AND FITNESS,Everyone,I the for too long,1,-1,Not_Bug,Not_Feature,UserExperience,Not_Rating,  I the for too long,  for too long,  for too long,  i the for too long,  long,1,5,Rating
343987,527179,Battle Royale: FPS Shooter,,2019-03-20,2019-03-24,1,very bad game,GAME ACTION,Teen,very bad game,1,-3,Not_Bug,Not_Feature,Not_UserExperience,Ratings,  very bad game,  very bad game,  very bad game,  veri bad game,  bad game,-3,3,Rating
499840,763319,Love Poly - New puzzle game,A Google User,2019-03-22,2019-04-01,5,great the best,FAMILY,Everyone,great the best,3,-1,Not_Bug,Not_Feature,Not_UserExperience,Ratings,  great the best,  great best,  great best,  great the best,  great best,3,3,Rating
839842,1292037,Drum Pad Machine - Make Beats,A Google User,2019-03-13,2019-04-07,1,only 2 bad enough,MUSIC AND AUDIO,Everyone,only bad enough,1,-2,Not_Bug,Not_Feature,Not_UserExperience,Ratings,  only bad enough,  only bad enough,  only bad enough,  onli bad enough,  bad enough,-2,3,Rating
73340,111494,Helix Jump,Roisin Prunty,2019-03-02,2019-03-08,5,It's not a good idea to get the game,GAME ACTION,Everyone,It  s not a good idea to get the game,1,-2,Not_Bug,Not_Feature,UserExperience,Not_Rating,  It s not a good idea to get the game,  not good idea to get game,  not good idea to get game,  it s not a good idea to get the game,  good idea get game,-2,10,Not_Rating
535118,815314,Bank of America Mobile Banking,A Google User,2019-03-31,2019-04-01,5,Its been great! love it!,FINANCE,Everyone,Its been great  love it,4,-1,Not_Bug,Not_Feature,Not_UserExperience,Ratings,  Its been great love it,  been great love,  been great love,  it been great love it,  great love,4,5,Rating
977124,1506015,Helix Jump,Nalluri Nagendra Nagu,2019-04-08,2019-04-14,5,I think this game nice,GAME ACTION,Everyone,I think this game nice,2,-1,Not_Bug,Not_Feature,Not_UserExperience,Ratings,  I think this game nice,  think this game nice,  think this game nice,  i think this game nice,  think game nice,2,5,Rating
